Country,State,Year,Month,Day,Total Cases
"Korea, South",,2020,04,08,10384
Kuwait,,2020,04,08,855
Kyrgyzstan,,2020,04,08,270
Latvia,,2020,04,08,577
Lebanon,,2020,04,08,576
Liberia,,2020,04,08,31
Liechtenstein,,2020,04,08,78
Lithuania,,2020,04,08,912
Luxembourg,,2020,04,08,3034
Madagascar,,2020,04,08,93
Malaysia,,2020,04,08,4119
Maldives,,2020,04,08,19
Malta,,2020,04,08,299
Mauritania,,2020,04,08,6
Mauritius,,2020,04,08,273
Mexico,,2020,04,08,2785
Moldova,,2020,04,08,1174
Monaco,,2020,04,08,81
Mongolia,,2020,04,08,16
Montenegro,,2020,04,08,248
Morocco,,2020,04,08,1275
Namibia,,2020,04,08,16
Nepal,,2020,04,08,9
Netherlands,Aruba,2020,04,08,77
Netherlands,Curacao,2020,04,08,14
Netherlands,Sint Maarten,2020,04,08,40
Netherlands,,2020,04,08,20549
New Zealand,,2020,04,08,1210
Nicaragua,,2020,04,08,6
Niger,,2020,04,08,342
Nigeria,,2020,04,08,276
North Macedonia,,2020,04,08,617
Norway,,2020,04,08,6086
Oman,,2020,04,08,419
Pakistan,,2020,04,08,4263
Panama,,2020,04,08,2249
Papua New Guinea,,2020,04,08,2
Paraguay,,2020,04,08,119
Peru,,2020,04,08,4342
Philippines,,2020,04,08,3870
Poland,,2020,04,08,5205
Portugal,,2020,04,08,13141
Qatar,,2020,04,08,2210
Romania,,2020,04,08,4761
Russia,,2020,04,08,8672
Rwanda,,2020,04,08,110
Saint Lucia,,2020,04,08,14
Saint Vincent and the Grenadines,,2020,04,08,8
San Marino,,2020,04,08,279
Saudi Arabia,,2020,04,08,2932
Senegal,,2020,04,08,244
Serbia,,2020,04,08,2666
Seychelles,,2020,04,08,11
Singapore,,2020,04,08,1623
Slovakia,,2020,04,08,682
Slovenia,,2020,04,08,1091
Somalia,,2020,04,08,12
South Africa,,2020,04,08,1845
Spain,,2020,04,08,148220
Sri Lanka,,2020,04,08,189
Sudan,,2020,04,08,14
Suriname,,2020,04,08,10
Sweden,,2020,04,08,8419
Switzerland,,2020,04,08,23280
Taiwan*,,2020,04,08,379
Tanzania,,2020,04,08,25
Thailand,,2020,04,08,2369
Togo,,2020,04,08,70
Trinidad and Tobago,,2020,04,08,107
Tunisia,,2020,04,08,628
Turkey,,2020,04,08,38226
Uganda,,2020,04,08,53
Ukraine,,2020,04,08,1668
United Arab Emirates,,2020,04,08,2659
United Kingdom,Bermuda,2020,04,08,39
United Kingdom,Cayman Islands,2020,04,08,45
United Kingdom,Channel Islands,2020,04,08,351
United Kingdom,Gibraltar,2020,04,08,120
United Kingdom,Isle of Man,2020,04,08,158
United Kingdom,Montserrat,2020,04,08,9
United Kingdom,,2020,04,08,60733
Uruguay,,2020,04,08,424
US,,2020,04,08,428654
Uzbekistan,,2020,04,08,545
Venezuela,,2020,04,08,167
Vietnam,,2020,04,08,251
Zambia,,2020,04,08,39
Zimbabwe,,2020,04,08,11
Canada,Diamond Princess,2020,04,08,0
Dominica,,2020,04,08,15
Grenada,,2020,04,08,12
Mozambique,,2020,04,08,17
Syria,,2020,04,08,19
Timor-Leste,,2020,04,08,1
Belize,,2020,04,08,8
Canada,Recovered,2020,04,08,0
Laos,,2020,04,08,15
Libya,,2020,04,08,21
West Bank and Gaza,,2020,04,08,263
Guinea-Bissau,,2020,04,08,33
Mali,,2020,04,08,59
Saint Kitts and Nevis,,2020,04,08,11
Canada,Northwest Territories,2020,04,08,5
Canada,Yukon,2020,04,08,7
Kosovo,,2020,04,08,184
Burma,,2020,04,08,22
United Kingdom,Anguilla,2020,04,08,3
United Kingdom,British Virgin Islands,2020,04,08,3
United Kingdom,Turks and Caicos Islands,2020,04,08,8
MS Zaandam,,2020,04,08,9
Botswana,,2020,04,08,6
Burundi,,2020,04,08,3
Sierra Leone,,2020,04,08,7
Netherlands,"Bonaire, Sint Eustatius and Saba",2020,04,08,2
Malawi,,2020,04,08,8
United Kingdom,Falkland Islands (Malvinas),2020,04,08,5
France,Saint Pierre and Miquelon,2020,04,08,1
South Sudan,,2020,04,08,2
Western Sahara,,2020,04,08,4
Sao Tome and Principe,,2020,04,08,4
Yemen,,2020,04,08,0
Afghanistan,,2020,04,09,484
Albania,,2020,04,09,409
Algeria,,2020,04,09,1666
Andorra,,2020,04,09,583
Angola,,2020,04,09,19
Antigua and Barbuda,,2020,04,09,19
Argentina,,2020,04,09,1795
Armenia,,2020,04,09,921
Australia,Australian Capital Territory,2020,04,09,100
Australia,New South Wales,2020,04,09,2773
Australia,Northern Territory,2020,04,09,28
Australia,Queensland,2020,04,09,953
Australia,South Australia,2020,04,09,420
Australia,Tasmania,2020,04,09,111
Australia,Victoria,2020,04,09,1228
Australia,Western Australia,2020,04,09,495
Austria,,2020,04,09,13244
Azerbaijan,,2020,04,09,926
Bahamas,,2020,04,09,41
Bahrain,,2020,04,09,887
Bangladesh,,2020,04,09,330
Barbados,,2020,04,09,66
Belarus,,2020,04,09,1486
Belgium,,2020,04,09,24983
Benin,,2020,04,09,26
Bhutan,,2020,04,09,5
Bolivia,,2020,04,09,264
Bosnia and Herzegovina,,2020,04,09,858
Brazil,,2020,04,09,18092
Brunei,,2020,04,09,135
Bulgaria,,2020,04,09,618
Burkina Faso,,2020,04,09,443
Cabo Verde,,2020,04,09,7
Cambodia,,2020,04,09,119
Cameroon,,2020,04,09,730
Canada,Alberta,2020,04,09,1423
Canada,British Columbia,2020,04,09,1336
Canada,Grand Princess,2020,04,09,13
Canada,Manitoba,2020,04,09,221
Canada,New Brunswick,2020,04,09,108
Canada,Newfoundland and Labrador,2020,04,09,232
Canada,Nova Scotia,2020,04,09,342
Canada,Ontario,2020,04,09,5759
Canada,Prince Edward Island,2020,04,09,25
Canada,Quebec,2020,04,09,10912
Canada,Saskatchewan,2020,04,09,271
Central African Republic,,2020,04,09,8
Chad,,2020,04,09,11
Chile,,2020,04,09,5972
China,Anhui,2020,04,09,991
China,Beijing,2020,04,09,588
China,Chongqing,2020,04,09,579
China,Fujian,2020,04,09,351
China,Gansu,2020,04,09,139
China,Guangdong,2020,04,09,1539
China,Guangxi,2020,04,09,254
China,Guizhou,2020,04,09,147
China,Hainan,2020,04,09,168
China,Hebei,2020,04,09,327
China,Heilongjiang,2020,04,09,609
China,Henan,2020,04,09,1276
China,Hong Kong,2020,04,09,973
China,Hubei,2020,04,09,67803
China,Hunan,2020,04,09,1019
China,Inner Mongolia,2020,04,09,126
China,Jiangsu,2020,04,09,651
China,Jiangxi,2020,04,09,937
China,Jilin,2020,04,09,98
China,Liaoning,2020,04,09,144
China,Macau,2020,04,09,45
China,Ningxia,2020,04,09,75
China,Qinghai,2020,04,09,18
China,Shaanxi,2020,04,09,256
China,Shandong,2020,04,09,783
China,Shanghai,2020,04,09,552
China,Shanxi,2020,04,09,166
China,Sichuan,2020,04,09,560
China,Tianjin,2020,04,09,182
China,Tibet,2020,04,09,1
China,Xinjiang,2020,04,09,76
China,Yunnan,2020,04,09,184
China,Zhejiang,2020,04,09,1267
Colombia,,2020,04,09,2223
Congo (Brazzaville),,2020,04,09,60
Congo (Kinshasa),,2020,04,09,180
Costa Rica,,2020,04,09,539
Cote d'Ivoire,,2020,04,09,444
Croatia,,2020,04,09,1407
Diamond Princess,,2020,04,09,712
Cuba,,2020,04,09,515
Cyprus,,2020,04,09,564
Czechia,,2020,04,09,5569
Denmark,Faroe Islands,2020,04,09,184
Denmark,Greenland,2020,04,09,11
Denmark,,2020,04,09,5635
Djibouti,,2020,04,09,135
Dominican Republic,,2020,04,09,2349
Ecuador,,2020,04,09,4965
Egypt,,2020,04,09,1699
El Salvador,,2020,04,09,103
Equatorial Guinea,,2020,04,09,18
Eritrea,,2020,04,09,33
Estonia,,2020,04,09,1207
Eswatini,,2020,04,09,12
Ethiopia,,2020,04,09,56
Fiji,,2020,04,09,15
Finland,,2020,04,09,2605
France,French Guiana,2020,04,09,83
France,French Polynesia,2020,04,09,51
France,Guadeloupe,2020,04,09,141
France,Mayotte,2020,04,09,184
France,New Caledonia,2020,04,09,18
France,Reunion,2020,04,09,362
France,Saint Barthelemy,2020,04,09,6
France,St Martin,2020,04,09,32
France,Martinique,2020,04,09,154
France,,2020,04,09,86334
Gabon,,2020,04,09,44
Gambia,,2020,04,09,4
Georgia,,2020,04,09,218
Germany,,2020,04,09,118181
Ghana,,2020,04,09,378
Greece,,2020,04,09,1955
Guatemala,,2020,04,09,95
Guinea,,2020,04,09,194
Guyana,,2020,04,09,37
Haiti,,2020,04,09,30
Holy See,,2020,04,09,8
Honduras,,2020,04,09,343
Hungary,,2020,04,09,980
Iceland,,2020,04,09,1648
India,,2020,04,09,6725
Indonesia,,2020,04,09,3293
Iran,,2020,04,09,66220
Iraq,,2020,04,09,1232
Ireland,,2020,04,09,6574
Israel,,2020,04,09,9968
Italy,,2020,04,09,143626
Jamaica,,2020,04,09,63
Japan,,2020,04,09,4667
Jordan,,2020,04,09,372
Kazakhstan,,2020,04,09,781
Kenya,,2020,04,09,184
"Korea, South",,2020,04,09,10423
Kuwait,,2020,04,09,910
Kyrgyzstan,,2020,04,09,280
Latvia,,2020,04,09,589
Lebanon,,2020,04,09,582
Liberia,,2020,04,09,31
Liechtenstein,,2020,04,09,78
Lithuania,,2020,04,09,955
Luxembourg,,2020,04,09,3115
Madagascar,,2020,04,09,93
Malaysia,,2020,04,09,4228
Maldives,,2020,04,09,19
Malta,,2020,04,09,337
Mauritania,,2020,04,09,7
Mauritius,,2020,04,09,314
Mexico,,2020,04,09,3181
Moldova,,2020,04,09,1289
Monaco,,2020,04,09,84
Mongolia,,2020,04,09,16
Montenegro,,2020,04,09,252
Morocco,,2020,04,09,1374
Namibia,,2020,04,09,16
Nepal,,2020,04,09,9
Netherlands,Aruba,2020,04,09,82
Netherlands,Curacao,2020,04,09,14
Netherlands,Sint Maarten,2020,04,09,43
Netherlands,,2020,04,09,21762
New Zealand,,2020,04,09,1239
Nicaragua,,2020,04,09,7
Niger,,2020,04,09,410
Nigeria,,2020,04,09,288
North Macedonia,,2020,04,09,663
Norway,,2020,04,09,6211
Oman,,2020,04,09,457
Pakistan,,2020,04,09,4489
Panama,,2020,04,09,2528
Papua New Guinea,,2020,04,09,2
Paraguay,,2020,04,09,124
Peru,,2020,04,09,5256
Philippines,,2020,04,09,4076
Poland,,2020,04,09,5575
Portugal,,2020,04,09,13956
Qatar,,2020,04,09,2376
Romania,,2020,04,09,5202
Russia,,2020,04,09,10131
Rwanda,,2020,04,09,110
Saint Lucia,,2020,04,09,14
Saint Vincent and the Grenadines,,2020,04,09,12
San Marino,,2020,04,09,333
Saudi Arabia,,2020,04,09,3287
Senegal,,2020,04,09,250
Serbia,,2020,04,09,2867
Seychelles,,2020,04,09,11
Singapore,,2020,04,09,1910
Slovakia,,2020,04,09,701
Slovenia,,2020,04,09,1124
Somalia,,2020,04,09,12
South Africa,,2020,04,09,1934
Spain,,2020,04,09,153222
Sri Lanka,,2020,04,09,190
Sudan,,2020,04,09,15
Suriname,,2020,04,09,10
Sweden,,2020,04,09,9141
Switzerland,,2020,04,09,24051
Taiwan*,,2020,04,09,380
Tanzania,,2020,04,09,25
Thailand,,2020,04,09,2423
Togo,,2020,04,09,73
Trinidad and Tobago,,2020,04,09,109
Tunisia,,2020,04,09,643
Turkey,,2020,04,09,42282
Uganda,,2020,04,09,53
Ukraine,,2020,04,09,1892
United Arab Emirates,,2020,04,09,2990
United Kingdom,Bermuda,2020,04,09,48
United Kingdom,Cayman Islands,2020,04,09,45
United Kingdom,Channel Islands,2020,04,09,361
United Kingdom,Gibraltar,2020,04,09,123
United Kingdom,Isle of Man,2020,04,09,190
United Kingdom,Montserrat,2020,04,09,9
United Kingdom,,2020,04,09,65077
Uruguay,,2020,04,09,456
US,,2020,04,09,462780
Uzbekistan,,2020,04,09,582
Venezuela,,2020,04,09,171
Vietnam,,2020,04,09,255
Zambia,,2020,04,09,39
Zimbabwe,,2020,04,09,11
Canada,Diamond Princess,2020,04,09,0
Dominica,,2020,04,09,15
Grenada,,2020,04,09,12
Mozambique,,2020,04,09,17
Syria,,2020,04,09,19
Timor-Leste,,2020,04,09,1
Belize,,2020,04,09,9
Canada,Recovered,2020,04,09,0
Laos,,2020,04,09,16
Libya,,2020,04,09,24
West Bank and Gaza,,2020,04,09,263
Guinea-Bissau,,2020,04,09,36
Mali,,2020,04,09,74
Saint Kitts and Nevis,,2020,04,09,11
Canada,Northwest Territories,2020,04,09,5
Canada,Yukon,2020,04,09,7
Kosovo,,2020,04,09,184
Burma,,2020,04,09,23
United Kingdom,Anguilla,2020,04,09,3
United Kingdom,British Virgin Islands,2020,04,09,3
United Kingdom,Turks and Caicos Islands,2020,04,09,8
MS Zaandam,,2020,04,09,9
Botswana,,2020,04,09,13
Burundi,,2020,04,09,3
Sierra Leone,,2020,04,09,7
Netherlands,"Bonaire, Sint Eustatius and Saba",2020,04,09,2
Malawi,,2020,04,09,8
United Kingdom,Falkland Islands (Malvinas),2020,04,09,5
France,Saint Pierre and Miquelon,2020,04,09,1
South Sudan,,2020,04,09,3
Western Sahara,,2020,04,09,4
Sao Tome and Principe,,2020,04,09,4
Yemen,,2020,04,09,0
Afghanistan,,2020,04,10,521
Albania,,2020,04,10,416
Algeria,,2020,04,10,1761
Andorra,,2020,04,10,601
Angola,,2020,04,10,19
Antigua and Barbuda,,2020,04,10,19
Argentina,,2020,04,10,1975
Armenia,,2020,04,10,937
Australia,Australian Capital Territory,2020,04,10,103
Australia,New South Wales,2020,04,10,2822
Australia,Northern Territory,2020,04,10,28
Australia,Queensland,2020,04,10,965
Australia,South Australia,2020,04,10,428
Australia,Tasmania,2020,04,10,122
Australia,Victoria,2020,04,10,1241
Australia,Western Australia,2020,04,10,506
Austria,,2020,04,10,13555
Azerbaijan,,2020,04,10,991
Bahamas,,2020,04,10,42
Bahrain,,2020,04,10,925
Bangladesh,,2020,04,10,424
Barbados,,2020,04,10,67
Belarus,,2020,04,10,1981
Belgium,,2020,04,10,26667
Benin,,2020,04,10,35
Bhutan,,2020,04,10,5
Bolivia,,2020,04,10,268
Bosnia and Herzegovina,,2020,04,10,901
Brazil,,2020,04,10,19638
Brunei,,2020,04,10,136
Bulgaria,,2020,04,10,635
Burkina Faso,,2020,04,10,443
Cabo Verde,,2020,04,10,7
Cambodia,,2020,04,10,119
Cameroon,,2020,04,10,820
Canada,Alberta,2020,04,10,1451
Canada,British Columbia,2020,04,10,1370
Canada,Grand Princess,2020,04,10,13
Canada,Manitoba,2020,04,10,230
Canada,New Brunswick,2020,04,10,112
Canada,Newfoundland and Labrador,2020,04,10,239
Canada,Nova Scotia,2020,04,10,407
Canada,Ontario,2020,04,10,6237
Canada,Prince Edward Island,2020,04,10,25
Canada,Quebec,2020,04,10,11677
Canada,Saskatchewan,2020,04,10,285
Central African Republic,,2020,04,10,8
Chad,,2020,04,10,11
Chile,,2020,04,10,6501
China,Anhui,2020,04,10,991
China,Beijing,2020,04,10,588
China,Chongqing,2020,04,10,579
China,Fujian,2020,04,10,351
China,Gansu,2020,04,10,139
China,Guangdong,2020,04,10,1544
China,Guangxi,2020,04,10,254
China,Guizhou,2020,04,10,147
China,Hainan,2020,04,10,168
China,Hebei,2020,04,10,327
China,Heilongjiang,2020,04,10,638
China,Henan,2020,04,10,1276
China,Hong Kong,2020,04,10,989
China,Hubei,2020,04,10,67803
China,Hunan,2020,04,10,1019
China,Inner Mongolia,2020,04,10,128
China,Jiangsu,2020,04,10,651
China,Jiangxi,2020,04,10,937
China,Jilin,2020,04,10,98
China,Liaoning,2020,04,10,144
China,Macau,2020,04,10,45
China,Ningxia,2020,04,10,75
China,Qinghai,2020,04,10,18
China,Shaanxi,2020,04,10,256
China,Shandong,2020,04,10,783
China,Shanghai,2020,04,10,555
China,Shanxi,2020,04,10,168
China,Sichuan,2020,04,10,560
China,Tianjin,2020,04,10,183
China,Tibet,2020,04,10,1
China,Xinjiang,2020,04,10,76
China,Yunnan,2020,04,10,184
China,Zhejiang,2020,04,10,1267
Colombia,,2020,04,10,2473
Congo (Brazzaville),,2020,04,10,60
Congo (Kinshasa),,2020,04,10,215
Costa Rica,,2020,04,10,558
Cote d'Ivoire,,2020,04,10,444
Croatia,,2020,04,10,1495
Diamond Princess,,2020,04,10,712
Cuba,,2020,04,10,564
Cyprus,,2020,04,10,595
Czechia,,2020,04,10,5732
Denmark,Faroe Islands,2020,04,10,184
Denmark,Greenland,2020,04,10,11
Denmark,,2020,04,10,5819
Djibouti,,2020,04,10,150
Dominican Republic,,2020,04,10,2620
Ecuador,,2020,04,10,7161
Egypt,,2020,04,10,1794
El Salvador,,2020,04,10,117
Equatorial Guinea,,2020,04,10,18
Eritrea,,2020,04,10,34
Estonia,,2020,04,10,1258
Eswatini,,2020,04,10,12
Ethiopia,,2020,04,10,65
Fiji,,2020,04,10,16
Finland,,2020,04,10,2769
France,French Guiana,2020,04,10,83
France,French Polynesia,2020,04,10,51
France,Guadeloupe,2020,04,10,143
France,Mayotte,2020,04,10,191
France,New Caledonia,2020,04,10,18
France,Reunion,2020,04,10,382
France,Saint Barthelemy,2020,04,10,6
France,St Martin,2020,04,10,32
France,Martinique,2020,04,10,155
France,,2020,04,10,90676
Gabon,,2020,04,10,44
Gambia,,2020,04,10,4
Georgia,,2020,04,10,234
Germany,,2020,04,10,122171
Ghana,,2020,04,10,378
Greece,,2020,04,10,2011
Guatemala,,2020,04,10,126
Guinea,,2020,04,10,212
Guyana,,2020,04,10,37
Haiti,,2020,04,10,31
Holy See,,2020,04,10,8
Honduras,,2020,04,10,382
Hungary,,2020,04,10,1190
Iceland,,2020,04,10,1675
India,,2020,04,10,7598
Indonesia,,2020,04,10,3512
Iran,,2020,04,10,68192
Iraq,,2020,04,10,1279
Ireland,,2020,04,10,8089
Israel,,2020,04,10,10408
Italy,,2020,04,10,147577
Jamaica,,2020,04,10,63
Japan,,2020,04,10,5530
Jordan,,2020,04,10,372
Kazakhstan,,2020,04,10,812
Kenya,,2020,04,10,189
"Korea, South",,2020,04,10,10450
Kuwait,,2020,04,10,993
Kyrgyzstan,,2020,04,10,298
Latvia,,2020,04,10,612
Lebanon,,2020,04,10,609
Liberia,,2020,04,10,37
Liechtenstein,,2020,04,10,79
Lithuania,,2020,04,10,999
Luxembourg,,2020,04,10,3223
Madagascar,,2020,04,10,93
Malaysia,,2020,04,10,4346
Maldives,,2020,04,10,19
Malta,,2020,04,10,350
Mauritania,,2020,04,10,7
Mauritius,,2020,04,10,318
Mexico,,2020,04,10,3441
Moldova,,2020,04,10,1438
Monaco,,2020,04,10,90
Mongolia,,2020,04,10,16
Montenegro,,2020,04,10,255
Morocco,,2020,04,10,1448
Namibia,,2020,04,10,16
Nepal,,2020,04,10,9
Netherlands,Aruba,2020,04,10,86
Netherlands,Curacao,2020,04,10,14
Netherlands,Sint Maarten,2020,04,10,50
Netherlands,,2020,04,10,23097
New Zealand,,2020,04,10,1283
Nicaragua,,2020,04,10,7
Niger,,2020,04,10,438
Nigeria,,2020,04,10,305
North Macedonia,,2020,04,10,711
Norway,,2020,04,10,6314
Oman,,2020,04,10,484
Pakistan,,2020,04,10,4695
Panama,,2020,04,10,2752
Papua New Guinea,,2020,04,10,2
Paraguay,,2020,04,10,129
Peru,,2020,04,10,5897
Philippines,,2020,04,10,4195
Poland,,2020,04,10,5955
Portugal,,2020,04,10,15472
Qatar,,2020,04,10,2512
Romania,,2020,04,10,5467
Russia,,2020,04,10,11917
Rwanda,,2020,04,10,118
Saint Lucia,,2020,04,10,15
Saint Vincent and the Grenadines,,2020,04,10,12
San Marino,,2020,04,10,344
Saudi Arabia,,2020,04,10,3651
Senegal,,2020,04,10,265
Serbia,,2020,04,10,3105
Seychelles,,2020,04,10,11
Singapore,,2020,04,10,2108
Slovakia,,2020,04,10,715
Slovenia,,2020,04,10,1160
Somalia,,2020,04,10,21
South Africa,,2020,04,10,2003
Spain,,2020,04,10,158273
Sri Lanka,,2020,04,10,190
Sudan,,2020,04,10,17
Suriname,,2020,04,10,10
Sweden,,2020,04,10,9685
Switzerland,,2020,04,10,24551
Taiwan*,,2020,04,10,382
Tanzania,,2020,04,10,32
Thailand,,2020,04,10,2473
Togo,,2020,04,10,76
Trinidad and Tobago,,2020,04,10,109
Tunisia,,2020,04,10,671
Turkey,,2020,04,10,47029
Uganda,,2020,04,10,53
Ukraine,,2020,04,10,2203
United Arab Emirates,,2020,04,10,3360
United Kingdom,Bermuda,2020,04,10,48
United Kingdom,Cayman Islands,2020,04,10,45
United Kingdom,Channel Islands,2020,04,10,398
United Kingdom,Gibraltar,2020,04,10,127
United Kingdom,Isle of Man,2020,04,10,201
United Kingdom,Montserrat,2020,04,10,9
United Kingdom,,2020,04,10,73758
Uruguay,,2020,04,10,473
US,,2020,04,10,496535
Uzbekistan,,2020,04,10,624
Venezuela,,2020,04,10,171
Vietnam,,2020,04,10,257
Zambia,,2020,04,10,40
Zimbabwe,,2020,04,10,13
Canada,Diamond Princess,2020,04,10,0
Dominica,,2020,04,10,16
Grenada,,2020,04,10,14
Mozambique,,2020,04,10,20
Syria,,2020,04,10,19
Timor-Leste,,2020,04,10,2
Belize,,2020,04,10,10
Canada,Recovered,2020,04,10,0
Laos,,2020,04,10,16
Libya,,2020,04,10,24
West Bank and Gaza,,2020,04,10,267
Guinea-Bissau,,2020,04,10,36
Mali,,2020,04,10,87
Saint Kitts and Nevis,,2020,04,10,12
Canada,Northwest Territories,2020,04,10,5
Canada,Yukon,2020,04,10,8
Kosovo,,2020,04,10,250
Burma,,2020,04,10,27
United Kingdom,Anguilla,2020,04,10,3
United Kingdom,British Virgin Islands,2020,04,10,3
United Kingdom,Turks and Caicos Islands,2020,04,10,8
MS Zaandam,,2020,04,10,9
Botswana,,2020,04,10,13
Burundi,,2020,04,10,3
Sierra Leone,,2020,04,10,8
Netherlands,"Bonaire, Sint Eustatius and Saba",2020,04,10,2
Malawi,,2020,04,10,9
United Kingdom,Falkland Islands (Malvinas),2020,04,10,5
France,Saint Pierre and Miquelon,2020,04,10,1
South Sudan,,2020,04,10,4
Western Sahara,,2020,04,10,4
Sao Tome and Principe,,2020,04,10,4
Yemen,,2020,04,10,1
Afghanistan,,2020,04,11,555
Albania,,2020,04,11,433
Algeria,,2020,04,11,1825
Andorra,,2020,04,11,601
Angola,,2020,04,11,19
Antigua and Barbuda,,2020,04,11,21
Argentina,,2020,04,11,1975
Armenia,,2020,04,11,967
Australia,Australian Capital Territory,2020,04,11,103
Australia,New South Wales,2020,04,11,2857
Australia,Northern Territory,2020,04,11,28
Australia,Queensland,2020,04,11,974
Australia,South Australia,2020,04,11,429
Australia,Tasmania,2020,04,11,133
Australia,Victoria,2020,04,11,1265
Australia,Western Australia,2020,04,11,514
Austria,,2020,04,11,13806
Azerbaijan,,2020,04,11,1058
Bahamas,,2020,04,11,46
Bahrain,,2020,04,11,1040
Bangladesh,,2020,04,11,482
Barbados,,2020,04,11,68
Belarus,,2020,04,11,2226
Belgium,,2020,04,11,28018
Benin,,2020,04,11,35
Bhutan,,2020,04,11,5
Bolivia,,2020,04,11,275
Bosnia and Herzegovina,,2020,04,11,946
Brazil,,2020,04,11,20727
Brunei,,2020,04,11,136
Bulgaria,,2020,04,11,661
Burkina Faso,,2020,04,11,484
Cabo Verde,,2020,04,11,8
Cambodia,,2020,04,11,120
Cameroon,,2020,04,11,820
Canada,Alberta,2020,04,11,1567
Canada,British Columbia,2020,04,11,1445
Canada,Grand Princess,2020,04,11,13
Canada,Manitoba,2020,04,11,243
Canada,New Brunswick,2020,04,11,112
Canada,Newfoundland and Labrador,2020,04,11,241
Canada,Nova Scotia,2020,04,11,428
Canada,Ontario,2020,04,11,6648
Canada,Prince Edward Island,2020,04,11,25
Canada,Quebec,2020,04,11,12292
Canada,Saskatchewan,2020,04,11,289
Central African Republic,,2020,04,11,8
Chad,,2020,04,11,11
Chile,,2020,04,11,6927
China,Anhui,2020,04,11,991
China,Beijing,2020,04,11,589
China,Chongqing,2020,04,11,579
China,Fujian,2020,04,11,351
China,Gansu,2020,04,11,139
China,Guangdong,2020,04,11,1548
China,Guangxi,2020,04,11,254
China,Guizhou,2020,04,11,147
China,Hainan,2020,04,11,168
China,Hebei,2020,04,11,327
China,Heilongjiang,2020,04,11,661
China,Henan,2020,04,11,1276
China,Hong Kong,2020,04,11,1000
China,Hubei,2020,04,11,67803
China,Hunan,2020,04,11,1019
China,Inner Mongolia,2020,04,11,155
China,Jiangsu,2020,04,11,652
China,Jiangxi,2020,04,11,937
China,Jilin,2020,04,11,98
China,Liaoning,2020,04,11,145
China,Macau,2020,04,11,45
China,Ningxia,2020,04,11,75
China,Qinghai,2020,04,11,18
China,Shaanxi,2020,04,11,256
China,Shandong,2020,04,11,784
China,Shanghai,2020,04,11,555
China,Shanxi,2020,04,11,172
China,Sichuan,2020,04,11,560
China,Tianjin,2020,04,11,183
China,Tibet,2020,04,11,1
China,Xinjiang,2020,04,11,76
China,Yunnan,2020,04,11,184
China,Zhejiang,2020,04,11,1267
Colombia,,2020,04,11,2709
Congo (Brazzaville),,2020,04,11,60
Congo (Kinshasa),,2020,04,11,223
Costa Rica,,2020,04,11,577
Cote d'Ivoire,,2020,04,11,533
Croatia,,2020,04,11,1534
Diamond Princess,,2020,04,11,712
Cuba,,2020,04,11,620
Cyprus,,2020,04,11,616
Czechia,,2020,04,11,5831
Denmark,Faroe Islands,2020,04,11,184
Denmark,Greenland,2020,04,11,11
Denmark,,2020,04,11,5996
Djibouti,,2020,04,11,187
Dominican Republic,,2020,04,11,2759
Ecuador,,2020,04,11,7257
Egypt,,2020,04,11,1939
El Salvador,,2020,04,11,118
Equatorial Guinea,,2020,04,11,18
Eritrea,,2020,04,11,34
Estonia,,2020,04,11,1304
Eswatini,,2020,04,11,12
Ethiopia,,2020,04,11,69
Fiji,,2020,04,11,16
Finland,,2020,04,11,2905
France,French Guiana,2020,04,11,83
France,French Polynesia,2020,04,11,51
France,Guadeloupe,2020,04,11,143
France,Mayotte,2020,04,11,196
France,New Caledonia,2020,04,11,18
France,Reunion,2020,04,11,388
France,Saint Barthelemy,2020,04,11,6
France,St Martin,2020,04,11,32
France,Martinique,2020,04,11,155
France,,2020,04,11,93790
Gabon,,2020,04,11,46
Gambia,,2020,04,11,9
Georgia,,2020,04,11,242
Germany,,2020,04,11,124908
Ghana,,2020,04,11,408
Greece,,2020,04,11,2081
Guatemala,,2020,04,11,137
Guinea,,2020,04,11,250
Guyana,,2020,04,11,45
Haiti,,2020,04,11,33
Holy See,,2020,04,11,8
Honduras,,2020,04,11,392
Hungary,,2020,04,11,1310
Iceland,,2020,04,11,1689
India,,2020,04,11,8446
Indonesia,,2020,04,11,3842
Iran,,2020,04,11,70029
Iraq,,2020,04,11,1318
Ireland,,2020,04,11,8928
Israel,,2020,04,11,10743
Italy,,2020,04,11,152271
Jamaica,,2020,04,11,65
Japan,,2020,04,11,6005
Jordan,,2020,04,11,381
Kazakhstan,,2020,04,11,865
Kenya,,2020,04,11,191
"Korea, South",,2020,04,11,10480
Kuwait,,2020,04,11,1154
Kyrgyzstan,,2020,04,11,339
Latvia,,2020,04,11,630
Lebanon,,2020,04,11,619
Liberia,,2020,04,11,48
Liechtenstein,,2020,04,11,79
Lithuania,,2020,04,11,1026
Luxembourg,,2020,04,11,3270
Madagascar,,2020,04,11,102
Malaysia,,2020,04,11,4530
Maldives,,2020,04,11,19
Malta,,2020,04,11,370
Mauritania,,2020,04,11,7
Mauritius,,2020,04,11,319
Mexico,,2020,04,11,3844
Moldova,,2020,04,11,1560
Monaco,,2020,04,11,92
Mongolia,,2020,04,11,16
Montenegro,,2020,04,11,263
Morocco,,2020,04,11,1545
